/* DATA DESCRIPTION:
Citation:	Krapivin, Vladimir (2017): Sizes, ages and number of symbionts of Mytilus edulis from three sites in the White sea. PANGAEA, https://doi.org/10.1594/PANGAEA.870537, 
	In supplement to: Krapivin, Vladimir; Bagrov, Sergey V; Varfolomeeva, Marina A (2018): Effect of tidal level on abundance of symbionts in the White Sea blue mussel. Diseases of Aquatic Organisms, 130(2), 131-144, https://doi.org/10.3354/dao03259
Coverage:	MEDIAN LATITUDE: 65.880787 * MEDIAN LONGITUDE: 34.301333 * SOUTH-BOUND LATITUDE: 65.034100 * WEST-BOUND LONGITUDE: 33.604380 * NORTH-BOUND LATITUDE: 66.312980 * EAST-BOUND LONGITUDE: 35.686020
	DATE/TIME START: 2013-07-15T00:00:00 * DATE/TIME END: 2013-07-15T00:00:00
	MINIMUM ORDINAL NUMBER: 1 * MAXIMUM ORDINAL NUMBER: 548
Event(s):	Gorelyi_Isl * LATITUDE: 66.312980 * LONGITUDE: 33.613600 * LOCATION: White Sea * DEVICE: Biological sample (BIOS)
	Lebajya_Bay * LATITUDE: 66.295280 * LONGITUDE: 33.604380 * LOCATION: White Sea * DEVICE: Biological sample (BIOS)
	Solovkecki_Isl * LATITUDE: 65.034100 * LONGITUDE: 35.686020 * LOCATION: White Sea * DEVICE: Biological sample (BIOS)
Comment:	"Up" zone is lower intertidal, "middle" zone is zero-depth, and "down" zone is 3m depth.
Parameter(s):	Event label (Event) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	DATE/TIME (Date/Time) * GEOCODE * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	ORDINAL NUMBER (Ord No) * GEOCODE * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Area/locality (Area) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Site (Site) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Zone (Zone) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Comment (Comment) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: quadrat
	Mytilus edulis, length shell [mm] (M. edulis L shell) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Mytilus edulis, age [a] (M. edulis age) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Urastoma spp. [#] (Urastoma spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Renicola spp. [#] (Renicola spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Himasthla spp. [#] (Himasthla spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Trematoda, metacercaria [#] (Metacercaria) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: sp.
	Gymnophallus spp. [#] (Gymnophallus spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Bucephalidae [#] (Bucephalidae) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: sporocyst
	Algae [#] (Alg) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: green
	Nematoda [#] (Nematoda) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Microsetella [#] (Microsetella) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Copepoda [#] (Copepoda) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Chironomidae [#] (Chironomidae) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com) * COMMENT: larvae
	Halacaridae [#] (Halacaridae) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Jaera spp. [#] (Jaera spp.) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
	Ostracoda [#] (Ostrac) * PI: Krapivin, Vladimir (https://orcid.org/0000-0002-7368-3100, tanitolkai@gmail.com)
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	10960 data points
*/
Event	Date/Time	Ord No	Area	Site	Zone	Comment	M. edulis L shell [mm]	M. edulis age [a]	Urastoma spp. [#]	Renicola spp. [#]	Himasthla spp. [#]	Metacercaria [#]	Gymnophallus spp. [#]	Bucephalidae [#]	Alg [#]	Nematoda [#]	Microsetella [#]	Copepoda [#]	Chironomidae [#]	Halacaridae [#]	Jaera spp. [#]	Ostrac [#]
Solovkecki_Isl	2013-07	124	B Solovkecki Isl	1	middle	3	53.8	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	125	B Solovkecki Isl	1	middle	3	36.3	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	126	B Solovkecki Isl	1	middle	3	68.1	8.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	127	B Solovkecki Isl	1	up	1	44.2	5.0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	128	B Solovkecki Isl	1	up	1	47.2	7.0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Solovkecki_Isl	2013-07	129	B Solovkecki Isl	1	up	1	45.4	5.0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	130	B Solovkecki Isl	1	up	1	45.4	6.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	131	B Solovkecki Isl	1	up	1	41.4	4.0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	132	B Solovkecki Isl	1	up	1	45.5	5.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	133	B Solovkecki Isl	1	up	1	47.0	6.0	0	6	1	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	134	B Solovkecki Isl	1	up	1	46.4	6.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	135	B Solovkecki Isl	1	up	1	49.2	6.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	136	B Solovkecki Isl	1	up	1	41.4	5.0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	137	B Solovkecki Isl	1	up	1	50.6	6.0	0	6	2	3	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	138	B Solovkecki Isl	1	up	1	25.3	2.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	139	B Solovkecki Isl	1	up	1	32.2	3.0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	140	B Solovkecki Isl	1	up	1	26.3	1.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	141	B Solovkecki Isl	1	up	1	23.4	1.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	142	B Solovkecki Isl	1	up	1	23.3	1.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	143	B Solovkecki Isl	1	up	1	36.6	2.0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	144	B Solovkecki Isl	1	up	1	21.6	1.0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	145	B Solovkecki Isl	1	up	1	33.0	2.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	146	B Solovkecki Isl	1	up	1	18.3	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	147	B Solovkecki Isl	1	up	2	44.4	7.0	4	28	0	5	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	148	B Solovkecki Isl	1	up	2	48.0	8.0	3	6	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	149	B Solovkecki Isl	1	up	2	40.0	5.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	150	B Solovkecki Isl	1	up	2	49.2	8.0	1	14	1	1	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	151	B Solovkecki Isl	1	up	2	40.2	6.0	1	3	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	152	B Solovkecki Isl	1	up	2	45.0	7.0	2	2	0	3	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	153	B Solovkecki Isl	1	up	2	43.3	7.0	0	2	0	1	0	0	0	1	1	0	0	0	0	0
Solovkecki_Isl	2013-07	154	B Solovkecki Isl	1	up	2	44.2	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	155	B Solovkecki Isl	1	up	2	42.0	6.0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	156	B Solovkecki Isl	1	up	2	40.0	4.0	2	0	4	2	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	157	B Solovkecki Isl	1	up	2	27.3	2.0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	158	B Solovkecki Isl	1	up	2	24.5	1.0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	159	B Solovkecki Isl	1	up	2	17.3	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	160	B Solovkecki Isl	1	up	2	31.5	4.0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	161	B Solovkecki Isl	1	up	2	20.0	1.0	0	5	0	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	162	B Solovkecki Isl	1	up	2	33.6	3.0	0	12	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	163	B Solovkecki Isl	1	up	2	32.7	4.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	164	B Solovkecki Isl	1	up	2	36.6	4.0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	165	B Solovkecki Isl	1	up	2	29.1	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	166	B Solovkecki Isl	1	up	2	35.2	3.0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	167	B Solovkecki Isl	1	up	3	46.0	4.0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	168	B Solovkecki Isl	1	up	3	43.6	6.0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	169	B Solovkecki Isl	1	up	3	47.5	8.0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	170	B Solovkecki Isl	1	up	3	42.0	4.0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	171	B Solovkecki Isl	1	up	3	48.0	6.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	172	B Solovkecki Isl	1	up	3	42.0	6.0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	173	B Solovkecki Isl	1	up	3	41.3	7.0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	174	B Solovkecki Isl	1	up	3	42.3	6.0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	175	B Solovkecki Isl	1	up	3	43.4	7.0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	176	B Solovkecki Isl	1	up	3	46.1	6.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	177	B Solovkecki Isl	1	up	3	50.3	7.0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
Solovkecki_Isl	2013-07	178	B Solovkecki Isl	1	up	3	52.2	8.0	3	2	1	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	179	B Solovkecki Isl	1	up	3	50.9	9.0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	180	B Solovkecki Isl	1	up	3	29.6	4.0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	181	B Solovkecki Isl	1	up	3	32.0	3.0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	182	B Solovkecki Isl	1	up	3	24.3	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	183	B Solovkecki Isl	1	up	3	27.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	184	B Solovkecki Isl	1	up	3	10.5	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	185	B Solovkecki Isl	1	up	3	50.0	9.0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
Solovkecki_Isl	2013-07	186	B Solovkecki Isl	1	up	3	37.3	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	187	B. Gorelyi isl.	2	down	1	41.2	3.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	188	B. Gorelyi isl.	2	down	1	47.4	5.0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	189	B. Gorelyi isl.	2	down	1	48.9	5.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	190	B. Gorelyi isl.	2	down	1	43.7	6.0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	191	B. Gorelyi isl.	2	down	1	47.0	7.0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	192	B. Gorelyi isl.	2	down	1	44.3	6.0	24	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	193	B. Gorelyi isl.	2	down	1	44.3	7.0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	194	B. Gorelyi isl.	2	down	1	43.0	4.0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	195	B. Gorelyi isl.	2	down	1	47.3	6.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Gorelyi_Isl	2013-07	196	B. Gorelyi isl.	2	down	1	42.6	5.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	197	B. Gorelyi isl.	2	down	1	51.1	7.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	198	B. Gorelyi isl.	2	down	1	24.6	2.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	199	B. Gorelyi isl.	2	down	1	57.1	6.0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	200	B. Gorelyi isl.	2	down	1	33.3	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	201	B. Gorelyi isl.	2	down	1	29.7	4.0	0	3	4	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	202	B. Gorelyi isl.	2	down	1	53.3	6.0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	203	B. Gorelyi isl.	2	down	1	16.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	204	B. Gorelyi isl.	2	down	1	36.4	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	205	B. Gorelyi isl.	2	down	1	32.0	2.0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	206	B. Gorelyi isl.	2	down	1	36.1	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	207	B. Gorelyi isl.	2	down	2	40.5	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	208	B. Gorelyi isl.	2	down	2	43.3	4.0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	209	B. Gorelyi isl.	2	down	2	43.5	4.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	210	B. Gorelyi isl.	2	down	2	49.2	4.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Gorelyi_Isl	2013-07	211	B. Gorelyi isl.	2	down	2	42.3	3.0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	212	B. Gorelyi isl.	2	down	2	45.4	5.0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	213	B. Gorelyi isl.	2	down	2	45.4	4.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	214	B. Gorelyi isl.	2	down	2	47.0	5.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	215	B. Gorelyi isl.	2	down	2	40.4	4.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	216	B. Gorelyi isl.	2	down	2	42.5	5.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	217	B. Gorelyi isl.	2	down	2	52.5	5.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	218	B. Gorelyi isl.	2	down	2	31.3	7.0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	219	B. Gorelyi isl.	2	down	2	57.4	6.0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	220	B. Gorelyi isl.	2	down	2	29.4	2.0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	221	B. Gorelyi isl.	2	down	2	30.4	2.0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	222	B. Gorelyi isl.	2	down	2	18.3	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	223	B. Gorelyi isl.	2	down	2	27.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	224	B. Gorelyi isl.	2	down	2	38.2	3.0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	225	B. Gorelyi isl.	2	down	2	53.7	6.0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	226	B. Gorelyi isl.	2	down	2	31.4	2.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	227	B. Gorelyi isl.	2	down	3	44.2	5.0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	228	B. Gorelyi isl.	2	down	3	41.3	4.0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	229	B. Gorelyi isl.	2	down	3	47.0	5.0	5	0	0	0	0	0	0	0	0	0	0	0	1	0
Gorelyi_Isl	2013-07	230	B. Gorelyi isl.	2	down	3	42.4	3.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	231	B. Gorelyi isl.	2	down	3	47.2	5.0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
Gorelyi_Isl	2013-07	232	B. Gorelyi isl.	2	down	3	40.9	5.0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	233	B. Gorelyi isl.	2	down	3	45.3	5.0	11	0	0	0	0	0	0	1	0	0	0	0	0	0
Gorelyi_Isl	2013-07	234	B. Gorelyi isl.	2	down	3	49.3	3.0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	235	B. Gorelyi isl.	2	down	3	40.5	5.0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	236	B. Gorelyi isl.	2	down	3	47.0	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	237	B. Gorelyi isl.	2	down	3	37.0	3.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	238	B. Gorelyi isl.	2	down	3	22.4	1.0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
Gorelyi_Isl	2013-07	239	B. Gorelyi isl.	2	down	3	37.4	4.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	240	B. Gorelyi isl.	2	down	3	26.4	2.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	241	B. Gorelyi isl.	2	down	3	51.0	6.0	8	0	0	1	1	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	242	B. Gorelyi isl.	2	down	3	34.8	5.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	243	B. Gorelyi isl.	2	down	3	35.3	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	244	B. Gorelyi isl.	2	down	3	36.0	3.0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	245	B. Gorelyi isl.	2	down	3	22.0	1.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	246	B. Gorelyi isl.	2	down	3	28.4	2.0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	247	B. Gorelyi isl.	2	middle	1	42.1	5.0	11	0	0	0	0	0	0	0	1	0	0	0	0	0
Gorelyi_Isl	2013-07	248	B. Gorelyi isl.	2	middle	1	47.1	3.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	249	B. Gorelyi isl.	2	middle	1	40.0	3.0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
Gorelyi_Isl	2013-07	250	B. Gorelyi isl.	2	middle	1	43.7	2.0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	251	B. Gorelyi isl.	2	middle	1	42.0	4.0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	252	B. Gorelyi isl.	2	middle	1	41.4	3.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	253	B. Gorelyi isl.	2	middle	1	41.0	5.0	6	0	6	0	0	0	0	0	1	0	1	0	0	0
Gorelyi_Isl	2013-07	254	B. Gorelyi isl.	2	middle	1	49.8	6.0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Gorelyi_Isl	2013-07	255	B. Gorelyi isl.	2	middle	1	42.0	7.0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Gorelyi_Isl	2013-07	256	B. Gorelyi isl.	2	middle	1	43.1	3.0	1	0	1	0	0	0	0	0	1	0	0	1	0	0
Gorelyi_Isl	2013-07	257	B. Gorelyi isl.	2	middle	1	51.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	258	B. Gorelyi isl.	2	middle	1	52.5	5.0	3	1	0	0	0	0	0	1	0	0	0	0	0	0
Gorelyi_Isl	2013-07	259	B. Gorelyi isl.	2	middle	1	36.2	4.0	1	1	3	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	260	B. Gorelyi isl.	2	middle	1	29.2	3.0	9	1	2	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	261	B. Gorelyi isl.	2	middle	1	13.3	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	262	B. Gorelyi isl.	2	middle	1	35.5	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	263	B. Gorelyi isl.	2	middle	1	36.6	2.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	264	B. Gorelyi isl.	2	middle	1	30.0	4.0	0	5	4	0	0	0	3	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	265	B. Gorelyi isl.	2	middle	1	21.4	1.0	0	0	1	0	0	0	1	1	1	0	0	0	0	0
Gorelyi_Isl	2013-07	266	B. Gorelyi isl.	2	middle	1	25.7	1.0	2	0	3	0	0	0	0	0	0	0	0	1	0	0
Gorelyi_Isl	2013-07	267	B. Gorelyi isl.	2	middle	2	49.0	5.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	268	B. Gorelyi isl.	2	middle	2	40.3	4.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	269	B. Gorelyi isl.	2	middle	2	43.0	4.0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	270	B. Gorelyi isl.	2	middle	2	44.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	271	B. Gorelyi isl.	2	middle	2	44.1	3.0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	272	B. Gorelyi isl.	2	middle	2	42.4	2.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	273	B. Gorelyi isl.	2	middle	2	41.7	2.0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	274	B. Gorelyi isl.	2	middle	2	43.7	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	275	B. Gorelyi isl.	2	middle	2	47.2	4.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	276	B. Gorelyi isl.	2	middle	2	42.3	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	277	B. Gorelyi isl.	2	middle	2	55.0	5.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	278	B. Gorelyi isl.	2	middle	2	35.1	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	279	B. Gorelyi isl.	2	middle	2	34.1	2.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	280	B. Gorelyi isl.	2	middle	2	21.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gorelyi_Isl	2013-07	281	B. Gorelyi isl.	2	middle	2	50.3	4.0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Gorelyi_Isl	2013-07	282	B. Gorelyi isl.	2	middle	2	39.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
